EC_S,N_S,P_S,K_S,PH_S,Moist_S,Temp_D_S,N_Lab,P_tersedia,K_tersedia,KTK,KB
201.78269230619944,14.434700910520558,21.73297745211148,52.67193651671511,7.742221784865123,27.484996305738267,24.28225307089338,7501.536506263767,634.1301730713953,714.7996083795191,41.86208574454346,120.40279393787723
93.44465957591784,0.0,1.991649264954315,0.0,8.332846665730019,36.93501610694556,19.613261592544877,6792.4174604416685,104.919288762291,128.17330099788578,25.048349500128367,51.08050595089421
203.13329963315053,15.190432244192989,20.702837305114777,53.54835259408125,7.57487261583542,11.226758896567556,22.901052913248503,6747.598235775835,4.019387948048352,383.77266763541934,25.695151977592744,53.422666351849664
22.30811359504914,0.9913149357151672,0.9941152587265808,2.965524241370832,6.294127350186003,37.73125689430682,24.71463247766974,5922.621871587046,437.1071512187804,157.7790857275213,30.676650107772154,85.94730909585236
248.67120530155535,11.835869987230245,17.44757468888756,41.19504335802895,5.078641389167426,28.291799422573085,20.72329648685998,6668.3135135698685,4.055967547203935,394.6289841159985,26.09769404928018,53.131357037453085
192.0,1.0,49.0,42.0,7.5,44.0,22.1,5800.0,165.9,272.2,30.78,45.0
115.67669006511343,0.0,12.122958348725556,3.926346746706295,7.600820363586027,35.05002812797366,24.53126766019178,6025.196980721576,432.76637086943146,165.30219990087997,31.50969091615675,88.47717410857855
101.19314375393412,9.587671725141949,13.815245408876988,37.18397143548672,8.09275308467495,23.329517203550992,27.195676463736422,3153.5755120760973,79.6323072105069,473.6701728930512,18.994716944690097,36.76377330105765
196.17557621283805,14.648821541585267,21.052454210762875,51.71879609484812,7.643168779815889,45.90453483747287,31.499095137766574,5775.871267302908,168.7455058754802,267.1531599137199,30.90614787794357,44.2636281991815
99.69258715751909,4.158679209941307,5.931778204571916,14.797229206513778,5.643827621182607,35.69025174148184,24.22272890066274,1473.2570624417003,539.4702340011306,302.9696677314187,16.305363015666252,93.64142800432656
197.3805637623861,15.229584832790104,20.96302346506741,52.49355271649339,8.154745858283393,8.164558649622139,35.74416975113535,1956.5275848118424,559.1301309189578,405.607049361664,15.207942319373974,99.0056266607014
556.107840264874,80.28114133155803,225.45797685138407,221.99054125566397,6.958941840176614,29.073736979643375,20.39981617267422,5406.758441814964,0.6047605876998992,135.55440477578605,20.902817433630048,23.75004964936577
200.8712798301277,14.896647648062146,21.289312649805066,53.80402792289604,8.058382501873616,46.395299273422594,23.198703094317764,4364.797467785482,4.182153359394832,150.75454889922767,17.79633507884915,34.58002727201818
554.1764585391255,26.303595505140017,34.237092280260725,84.08968624243371,5.976952829645107,60.04518569290623,20.922117275001916,5827.786651734997,0.405280827654194,142.8608552616226,23.15328362488536,33.46709073283071
62.95735722566099,3.0079428066000458,3.941332675723884,9.957587704054866,6.334263450196616,18.891224676140308,21.711864300696902,4547.116818681175,23.537015090290964,132.6886092627477,20.492792278288288,42.494563499582256
81.48729886592903,0.0,0.0,0.0,7.146526382140521,31.97870382246523,18.113751720625515,1802.8427138538968,265.679366230122,262.1888682554223,10.92761400194781,94.69905426644532
72.0,3.0,5.0,11.0,6.6,27.4,21.2,7400.0,625.4,728.0,41.7,121.0
78.58155060481586,0.0,0.0,0.0,8.239069616057394,24.518164212236595,23.007490253275854,3413.006601998015,77.52035477436856,180.07167770352686,21.231189860972304,101.73131756951956
191.26215908549784,14.947606920276224,20.0870998428612,50.91822130410799,8.123312291755187,27.139603366389984,25.329839825812293,2714.395418658516,608.3816914116686,626.7118737583608,25.15361302971328,91.64142490002484
0.0,0.0,0.0,0.0,6.0496514336567095,22.517133159756156,30.167203260102525,1094.2826684255112,215.30435796463087,76.25149186754777,7.880821320264417,34.352034563939405
200.9307509935896,15.210563503866457,20.390510964688776,52.23913038926786,8.099882888337584,46.845675841904544,23.87169502927897,4354.595720753573,4.2308730252094815,155.39972499626543,18.85575048094772,35.76640743961799
74.5406232980802,0.0,0.0,0.0,6.625456471236848,26.24416103449386,18.71575330680904,2140.4648277903607,109.50516452164396,142.12687333461614,12.29567643860408,24.747445924395787
197.87514881737505,15.37914123182919,21.0045929980586,53.52489738356551,8.050836118583064,25.122194282674855,32.12597796554842,6119.472508913835,311.3691204473376,336.48211183627643,24.63391658283342,83.71326586048723
70.73651993764778,0.0,0.0,0.0,8.114360394859645,27.22354652733532,21.022769785255367,6396.255753424577,26.79011691999564,212.8866396462318,26.43739881852501,39.89564544280517
199.95873065287807,14.8254332844081,20.685451940165823,52.83011090785972,7.861215332992132,24.142099469706235,24.754623685562148,5148.998445745539,40.3913974937632,241.22329418942056,23.795082079660187,24.60776504525731
73.96815292171453,0.0,0.0,0.0,7.912220884228929,26.26359547476317,23.91090741775261,7062.485058466617,110.19894634756378,166.7652717143202,29.578256731144016,53.25158898184454
100.97236079192167,10.192110940913375,13.985178733958636,36.2348469370551,7.983607288374412,22.368342026437688,30.03316144948525,1738.782381926996,219.9753514587636,56.54622322755435,12.592056584996795,8.523767303087004
147.57367748247086,13.1077247247284,17.314151860648973,46.636799971416686,7.933210192073079,27.74283502356193,28.558335684305497,5044.403252961453,304.3171991977097,219.2577830361541,25.47696018694446,30.15228604027842
85.18970851807275,0.0,0.0,0.0,7.75891642633115,31.281338462204747,23.950694082237693,7790.65259986394,136.77444916108698,142.56762169185427,28.36661964645617,49.725443455097945
161.26815300868392,0.0,31.752867252969224,23.39656649082138,6.832191622082116,40.42434915881952,9.868603519446708,3043.4917031310133,122.92153511924452,606.5154342571675,24.1536787066719,82.45427389314551
121.8368642213987,6.041035819154356,7.849395895445263,18.78206790077511,4.273083412568934,55.836952530577655,20.01454771730916,1675.765658505895,106.11773377124726,1374.8394961912436,27.20946794824132,89.30302530975328
9.823866107455144,0.0,0.0,1.0187085733923085,6.322666080154467,29.793649909608767,15.90627140028075,5261.875055728662,213.39783707686308,101.66629043820744,13.22626538959898,83.21762525760641
127.68337380464754,0.0,18.34874286328925,10.030455880372726,7.668926746581268,25.913596273944865,17.307041393058256,1861.7635363421757,164.92495535728042,56.76444524867918,9.75455435960683,11.304829907453954
99.27753924472474,9.729065135937065,13.801924833123882,36.47111890401462,7.853212777566335,27.46043686338349,28.521910804502024,2874.6892216350184,14.855796140527392,375.7903789708609,16.88725641344121,22.1779467426028
62.948356077371365,0.0,0.0,0.0,7.594855906997231,26.753466306158668,22.11076272739712,4333.33940828668,82.8063038155525,108.13913406823931,17.369189796993904,35.75945982402354
18.044171488072795,1.0409602472086696,30.403753289281727,2.0728465903589623,6.344421611740223,15.470075659886218,35.03437851422551,683.8257864796867,217.45454559039612,58.30824078230876,4.282380701465757,66.8195680074762
7.146439495099079,0.0,0.0,1.0011783842049788,6.139650545530837,22.998919559879067,18.114406478861227,6499.976932985936,18.434819319539187,89.32245731911907,24.816762820761504,18.587203015105693
16.249534552361613,0.0,0.9858912950959304,2.003233977235479,5.42241895507455,26.746074120853105,22.909781258364838,4821.821249717269,333.3176797478972,316.9128696723553,25.48327156810924,20.59717201371693
